Video,Query ID,Language Query,Type,Track ID,Start Frame,End Frame,Revision
MOT17-01,1,Person walking in the open area is going outside of the frame in right side,M,13,1,147,
MOT17-01,1,Person walking in the open area is going outside of the frame in right side,M,4,1,366,
MOT17-01,1,Person walking in the open area is going outside of the frame in right side,M,9,1,390,
MOT17-01,1,Person walking in the open area is going outside of the frame in right side,M,10,1,378,
MOT17-01,2,Person is walking towards the right side,M,3,1,450,
MOT17-01,3,Person entering into frame from right side is walking in the open area,M,33,28,450,
MOT17-01,3,Person entering into frame from right side is walking in the open area,M,41,375,450,
MOT17-01,3,Person entering into frame from right side is walking in the open area,M,40,303,450,
MOT17-01,3,Person entering into frame from right side is walking in the open area,M,37,131,450,
MOT17-01,4,Person entering into frame from right side is cycling in the open area,M,19,176,450,
MOT17-01,4,Person entering into frame from right side is cycling in the open area,M,36,111,450,
MOT17-01,5,Cycle entering into frame from right side is moving in the open area,M,20,176,450,
MOT17-01,5,Cycle entering into frame from right side is moving in the open area,M,38,111,450,
MOT17-01,6,Person walking in the open area is going outside of the frame in left side,M,1,1,68,
MOT17-01,6,Person walking in the open area is going outside of the frame in left side,M,2,1,50,
MOT17-01,7,Person entering into frame from left side is walking in the open area,M,39,211,450,
MOT17-01,7,Person entering into frame from left side is walking in the open area,M,42,322,450,
MOT17-01,7,Person entering into frame from left side is walking in the open area,M,34,73,450,
MOT17-01,7,Person entering into frame from left side is walking in the open area,M,43,363,450,
MOT17-01,7,Person entering into frame from left side is walking in the open area,M,44,320,450,
MOT17-01,7,Person entering into frame from left side is walking in the open area,M,45,404,450,
MOT17-01,8,Person is getting up from the bench,M,12,308,384,
MOT17-01,9,Person is having interaction with a child,M,32,124,450,
MOT17-01,10,A child is having interaction with a person,M,6,124,450,
MOT17-01,11,A person standing beside a child begins to walk,M,8,420,450,
MOT17-01,12,Person remains seated continuously.,M,11,1,450,
MOT17-01,12,Person remains seated continuously.,M,14,1,450,
MOT17-01,12,Person remains seated continuously.,M,15,1,450,
MOT17-01,12,Person remains seated continuously.,M,16,1,450,
MOT17-01,12,Person remains seated continuously.,M,21,1,450,
MOT17-01,12,Person remains seated continuously.,M,5,1,450,
MOT17-01,12,Person remains seated continuously.,M,22,1,450,
MOT17-01,12,Person remains seated continuously.,M,23,1,450,
MOT17-01,12,Person remains seated continuously.,M,24,1,450,
MOT17-01,12,Person remains seated continuously.,M,25,1,450,
MOT17-01,12,Person remains seated continuously.,M,35,1,450,
MOT17-01,12,Person remains seated continuously.,M,26,1,450,
MOT17-01,12,Person remains seated continuously.,M,30,1,450,
MOT17-01,12,Person remains seated continuously.,M,31,1,450,
MOT17-01,12,Person remains seated continuously.,M,27,1,450,
MOT17-01,13,The person is standing still in the open area,M,7,1,450,
MOT17-01,13,The person is standing still in the open area,M,17,1,450,
MOT17-01,13,The person is standing still in the open area,M,18,1,450,
MOT17-01,14,Person walking in the right side stops walking in front of a building,M,29,282,450,
MOT17-03,15,Person walking in open area is going outside of the frame in camera side,M,5,1,585,
MOT17-03,15,Person walking in open area is going outside of the frame in camera side,M,6,1,586,
MOT17-03,15,Person walking in open area is going outside of the frame in camera side,M,7,1,796,
MOT17-03,15,Person walking in open area is going outside of the frame in camera side,M,49,1,31,
MOT17-03,15,Person walking in open area is going outside of the frame in camera side,M,50,1,75,
MOT17-03,15,Person walking in open area is going outside of the frame in camera side,M,51,1,57,
MOT17-03,15,Person walking in open area is going outside of the frame in camera side,M,24,1,162,
MOT17-03,15,Person walking in open area is going outside of the frame in camera side,M,56,1,47,
MOT17-03,15,Person walking in open area is going outside of the frame in camera side,M,20,1,470,
MOT17-03,15,Person walking in open area is going outside of the frame in camera side,M,16,1,704,
MOT17-03,15,Person walking in open area is going outside of the frame in camera side,M,54,1,726,
MOT17-03,15,Person walking in open area is going outside of the frame in camera side,M,71,1,770,
MOT17-03,15,Person walking in open area is going outside of the frame in camera side,M,67,1,943,
MOT17-03,15,Person walking in open area is going outside of the frame in camera side,M,68,1,937,
MOT17-03,15,Person walking in open area is going outside of the frame in camera side,M,72,1,936,
MOT17-03,15,Person walking in open area is going outside of the frame in camera side,M,73,1,959,
MOT17-03,15,Person walking in open area is going outside of the frame in camera side,M,74,1,948,
MOT17-03,15,Person walking in open area is going outside of the frame in camera side,M,75,1,1161,
MOT17-03,15,Person walking in open area is going outside of the frame in camera side,M,57,1,206,
MOT17-03,15,Person walking in open area is going outside of the frame in camera side,M,32,1,645,
MOT17-03,16,Person walking in open area is going towards the camera side,M,79,1,1500,
MOT17-03,16,Person walking in open area is going towards the camera side,M,80,1,1500,
MOT17-03,16,Person entering into frame from oppsite side of the camera is going towards the camera side,M,102,229,1500,
MOT17-03,16,Person entering into frame from oppsite side of the camera is going towards the camera side,M,103,235,1500,
MOT17-03,16,Person entering into frame from oppsite side of the camera is going towards the camera side,M,105,274,1500,
MOT17-03,16,Person entering into frame from oppsite side of the camera is going towards the camera side,M,106,373,1500,
MOT17-03,16,Person entering into frame from oppsite side of the camera is going towards the camera side,M,114,489,1500,
MOT17-03,16,Person entering into frame from oppsite side of the camera is going towards the camera side,M,117,560,1500,
MOT17-03,16,Person entering into frame from oppsite side of the camera is going towards the camera side,M,126,596,1500,
MOT17-03,16,Person entering into frame from oppsite side of the camera is going towards the camera side,M,127,609,1500,
MOT17-03,16,Person entering into frame from oppsite side of the camera is going towards the camera side,M,128,486,1500,
MOT17-03,16,Person entering into frame from oppsite side of the camera is going towards the camera side,M,129,684,1500,
MOT17-03,16,Person entering into frame from oppsite side of the camera is going towards the camera side,M,130,661,1500,
MOT17-03,16,Person entering into frame from oppsite side of the camera is going towards the camera side,M,135,719,1500,
MOT17-03,16,Person entering into frame from oppsite side of the camera is going towards the camera side,M,111,404,1500,
MOT17-03,16,Person entering into frame from oppsite side of the camera is going towards the camera side,M,131,672,1500,
MOT17-03,16,Person entering into frame from oppsite side of the camera is going towards the camera side,M,132,674,1500,
MOT17-03,16,Person entering into frame from oppsite side of the camera is going towards the camera side,M,142,1,1500,
MOT17-03,16,Person entering into frame from oppsite side of the camera is going towards the camera side,M,146,716,1500,
MOT17-03,17,Person entering into frame from oppsite side of the camera is going outside of the frame in left side,M,81,44,759,
MOT17-03,18,Person entering into frame from oppsite side of the camera is going outside of the frame in camera side,M,86,202,655,
MOT17-03,18,Person entering into frame from oppsite side of the camera is going outside of the frame in camera side,M,112,392,1495,
MOT17-03,18,Person entering into frame from oppsite side of the camera is going outside of the frame in camera side,M,113,392,1487,
MOT17-03,18,Person entering into frame from oppsite side of the camera is going outside of the frame in camera side,M,107,348,1458,
MOT17-03,18,Person entering into frame from oppsite side of the camera is going outside of the frame in camera side,M,98,252,1253,
MOT17-03,18,Person entering into frame from oppsite side of the camera is going outside of the frame in camera side,M,99,368,1243,
MOT17-03,18,Person entering into frame from oppsite side of the camera is going outside of the frame in camera side,M,96,209,1207,
MOT17-03,18,Person entering into frame from oppsite side of the camera is going outside of the frame in camera side,M,97,234,1213,
MOT17-03,18,Person entering into frame from oppsite side of the camera is going outside of the frame in camera side,M,83,91,1052,
MOT17-03,18,Person entering into frame from oppsite side of the camera is going outside of the frame in camera side,M,87,183,955,
MOT17-03,18,Person entering into frame from oppsite side of the camera is going outside of the frame in camera side,M,88,70,1004,
MOT17-03,18,Person entering into frame from oppsite side of the camera is going outside of the frame in camera side,M,90,192,1075,
MOT17-03,18,Person entering into frame from oppsite side of the camera is going outside of the frame in camera side,M,91,122,1109,
MOT17-03,18,Person entering into frame from oppsite side of the camera is going outside of the frame in camera side,M,82,85,1071,
MOT17-03,6,Person walking in the open area is going outside of the frame in left side,M,53,1,361,
MOT17-03,6,Person walking in the open area is going outside of the frame in left side,M,11,1,221,
MOT17-03,19,Person entering into frame from oppsite side of the camera is walking in the open area,M,134,751,1500,
MOT17-03,20,Person walking in open area is going outside of the frame in opposite side of the camera,M,8,1,381,
MOT17-03,20,Person walking in open area is going outside of the frame in opposite side of the camera,M,1,1,687,
MOT17-03,20,Person walking in open area is going outside of the frame in opposite side of the camera,M,3,1,518,
MOT17-03,20,Person walking in open area is going outside of the frame in opposite side of the camera,M,9,1,433,
MOT17-03,20,Person walking in open area is going outside of the frame in opposite side of the camera,M,10,1,295,
MOT17-03,20,Person walking in open area is going outside of the frame in opposite side of the camera,M,55,1,1114,
MOT17-03,20,Person walking in open area is going outside of the frame in opposite side of the camera,M,19,1,684,
MOT17-03,20,Person walking in open area is going outside of the frame in opposite side of the camera,M,31,1,156,
MOT17-03,20,Person walking in open area is going outside of the frame in opposite side of the camera,M,65,1,288,
MOT17-03,21,Person entering into frame from camera side is going towards the opposite side of the camera,M,124,742,1500,
MOT17-03,21,Person entering into frame from camera side is going towards the opposite side of the camera,M,125,752,1500,
MOT17-03,21,Person entering into frame from camera side is going towards the opposite side of the camera,M,136,878,1500,
MOT17-03,21,Person entering into frame from camera side is going towards the opposite side of the camera,M,137,871,1500,
MOT17-03,21,Person entering into frame from camera side is going towards the opposite side of the camera,M,119,657,1500,
MOT17-03,21,Person entering into frame from camera side is going towards the opposite side of the camera,M,120,635,1500,
MOT17-03,22,Person entering into frame from left side is going outside of the frame in opposite side of the camera,M,92,288,1205,
MOT17-03,22,Person entering into frame from left side is going outside of the frame in opposite side of the camera,M,93,312,1205,
MOT17-03,22,Person entering into frame from left side is going outside of the frame in opposite side of the camera,M,95,360,1143,
MOT17-03,23,Person who is gossiping in the left side infront a shop,M,2,1,1500,
MOT17-03,23,Person who is gossiping in the left side infront a shop,M,4,1,1500,
MOT17-03,23,Person who is gossiping in the left side infront a shop,M,5,1,1500,
MOT17-03,23,Person who is gossiping in the left side infront a shop,M,52,1,1500,
